name,bandwidth,region,subnets,tunnel_name,gateway_name,peer_ip_address,local_id_type,local_id_value,peer_id_type,peer_id_value,monitor_ip,proxy_ids,sec_wan_enabled,sec_tunnel_name,sec_gateway_name,sec_peer_ip_address,sec_local_id_type,sec_local_id_value,sec_peer_id_type,sec_peer_id_value,sec_monitor_ip,sec_proxy_ids
BO-ireland-new253,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec253,bo-new-ireland-ike253,10.3.248.253,,,ipaddr,10.3.248.253,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new254,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec254,bo-new-ireland-ike254,10.3.248.254,,,ipaddr,10.3.248.254,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new255,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec255,bo-new-ireland-ike255,10.3.249.1,,,ipaddr,10.3.249.1,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new256,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec256,bo-new-ireland-ike256,10.3.249.2,,,ipaddr,10.3.249.2,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new257,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec257,bo-new-ireland-ike257,10.3.249.3,,,ipaddr,10.3.249.3,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new258,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec258,bo-new-ireland-ike258,10.3.249.4,,,ipaddr,10.3.249.4,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new259,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec259,bo-new-ireland-ike259,10.3.249.5,,,ipaddr,10.3.249.5,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new260,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec260,bo-new-ireland-ike260,10.3.249.6,,,ipaddr,10.3.249.6,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new261,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec261,bo-new-ireland-ike261,10.3.249.7,,,ipaddr,10.3.249.7,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new262,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec262,bo-new-ireland-ike262,10.3.249.8,,,ipaddr,10.3.249.8,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new263,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec263,bo-new-ireland-ike263,10.3.249.9,,,ipaddr,10.3.249.9,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new264,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec264,bo-new-ireland-ike264,10.3.249.10,,,ipaddr,10.3.249.10,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new265,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec265,bo-new-ireland-ike265,10.3.249.11,,,ipaddr,10.3.249.11,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new266,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec266,bo-new-ireland-ike266,10.3.249.12,,,ipaddr,10.3.249.12,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new267,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec267,bo-new-ireland-ike267,10.3.249.13,,,ipaddr,10.3.249.13,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new268,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec268,bo-new-ireland-ike268,10.3.249.14,,,ipaddr,10.3.249.14,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new269,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec269,bo-new-ireland-ike269,10.3.249.15,,,ipaddr,10.3.249.15,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new270,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec270,bo-new-ireland-ike270,10.3.249.16,,,ipaddr,10.3.249.16,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new271,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec271,bo-new-ireland-ike271,10.3.249.17,,,ipaddr,10.3.249.17,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new272,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec272,bo-new-ireland-ike272,10.3.249.18,,,ipaddr,10.3.249.18,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new273,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec273,bo-new-ireland-ike273,10.3.249.19,,,ipaddr,10.3.249.19,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new274,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec274,bo-new-ireland-ike274,10.3.249.20,,,ipaddr,10.3.249.20,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new275,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec275,bo-new-ireland-ike275,10.3.249.21,,,ipaddr,10.3.249.21,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new276,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec276,bo-new-ireland-ike276,10.3.249.22,,,ipaddr,10.3.249.22,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new277,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec277,bo-new-ireland-ike277,10.3.249.23,,,ipaddr,10.3.249.23,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new278,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec278,bo-new-ireland-ike278,10.3.249.24,,,ipaddr,10.3.249.24,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new279,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec279,bo-new-ireland-ike279,10.3.249.25,,,ipaddr,10.3.249.25,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new280,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec280,bo-new-ireland-ike280,10.3.249.26,,,ipaddr,10.3.249.26,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new281,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec281,bo-new-ireland-ike281,10.3.249.27,,,ipaddr,10.3.249.27,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new282,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec282,bo-new-ireland-ike282,10.3.249.28,,,ipaddr,10.3.249.28,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new283,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec283,bo-new-ireland-ike283,10.3.249.29,,,ipaddr,10.3.249.29,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new284,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec284,bo-new-ireland-ike284,10.3.249.30,,,ipaddr,10.3.249.30,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new285,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec285,bo-new-ireland-ike285,10.3.249.31,,,ipaddr,10.3.249.31,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new286,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec286,bo-new-ireland-ike286,10.3.249.32,,,ipaddr,10.3.249.32,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new287,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec287,bo-new-ireland-ike287,10.3.249.33,,,ipaddr,10.3.249.33,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new288,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec288,bo-new-ireland-ike288,10.3.249.34,,,ipaddr,10.3.249.34,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new289,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec289,bo-new-ireland-ike289,10.3.249.35,,,ipaddr,10.3.249.35,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new290,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec290,bo-new-ireland-ike290,10.3.249.36,,,ipaddr,10.3.249.36,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new291,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec291,bo-new-ireland-ike291,10.3.249.37,,,ipaddr,10.3.249.37,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new292,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec292,bo-new-ireland-ike292,10.3.249.38,,,ipaddr,10.3.249.38,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new293,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec293,bo-new-ireland-ike293,10.3.249.39,,,ipaddr,10.3.249.39,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new294,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec294,bo-new-ireland-ike294,10.3.249.40,,,ipaddr,10.3.249.40,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new295,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec295,bo-new-ireland-ike295,10.3.249.41,,,ipaddr,10.3.249.41,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new296,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec296,bo-new-ireland-ike296,10.3.249.42,,,ipaddr,10.3.249.42,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new297,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec297,bo-new-ireland-ike297,10.3.249.43,,,ipaddr,10.3.249.43,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new298,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec298,bo-new-ireland-ike298,10.3.249.44,,,ipaddr,10.3.249.44,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new299,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec299,bo-new-ireland-ike299,10.3.249.45,,,ipaddr,10.3.249.45,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new300,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec300,bo-new-ireland-ike300,10.3.249.46,,,ipaddr,10.3.249.46,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new301,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec301,bo-new-ireland-ike301,10.3.249.47,,,ipaddr,10.3.249.47,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new302,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec302,bo-new-ireland-ike302,10.3.249.48,,,ipaddr,10.3.249.48,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new303,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec303,bo-new-ireland-ike303,10.3.249.49,,,ipaddr,10.3.249.49,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new304,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec304,bo-new-ireland-ike304,10.3.249.50,,,ipaddr,10.3.249.50,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new305,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec305,bo-new-ireland-ike305,10.3.249.51,,,ipaddr,10.3.249.51,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new306,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec306,bo-new-ireland-ike306,10.3.249.52,,,ipaddr,10.3.249.52,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new307,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec307,bo-new-ireland-ike307,10.3.249.53,,,ipaddr,10.3.249.53,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new308,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec308,bo-new-ireland-ike308,10.3.249.54,,,ipaddr,10.3.249.54,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new309,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec309,bo-new-ireland-ike309,10.3.249.55,,,ipaddr,10.3.249.55,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new310,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec310,bo-new-ireland-ike310,10.3.249.56,,,ipaddr,10.3.249.56,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new311,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec311,bo-new-ireland-ike311,10.3.249.57,,,ipaddr,10.3.249.57,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new312,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec312,bo-new-ireland-ike312,10.3.249.58,,,ipaddr,10.3.249.58,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new313,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec313,bo-new-ireland-ike313,10.3.249.59,,,ipaddr,10.3.249.59,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new314,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec314,bo-new-ireland-ike314,10.3.249.60,,,ipaddr,10.3.249.60,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new315,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec315,bo-new-ireland-ike315,10.3.249.61,,,ipaddr,10.3.249.61,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new316,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec316,bo-new-ireland-ike316,10.3.249.62,,,ipaddr,10.3.249.62,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new317,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec317,bo-new-ireland-ike317,10.3.249.63,,,ipaddr,10.3.249.63,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new318,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec318,bo-new-ireland-ike318,10.3.249.64,,,ipaddr,10.3.249.64,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new319,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec319,bo-new-ireland-ike319,10.3.249.65,,,ipaddr,10.3.249.65,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new320,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec320,bo-new-ireland-ike320,10.3.249.66,,,ipaddr,10.3.249.66,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new321,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec321,bo-new-ireland-ike321,10.3.249.67,,,ipaddr,10.3.249.67,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new322,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec322,bo-new-ireland-ike322,10.3.249.68,,,ipaddr,10.3.249.68,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new323,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec323,bo-new-ireland-ike323,10.3.249.69,,,ipaddr,10.3.249.69,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new324,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec324,bo-new-ireland-ike324,10.3.249.70,,,ipaddr,10.3.249.70,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new325,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec325,bo-new-ireland-ike325,10.3.249.71,,,ipaddr,10.3.249.71,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new326,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec326,bo-new-ireland-ike326,10.3.249.72,,,ipaddr,10.3.249.72,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new327,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec327,bo-new-ireland-ike327,10.3.249.73,,,ipaddr,10.3.249.73,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new328,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec328,bo-new-ireland-ike328,10.3.249.74,,,ipaddr,10.3.249.74,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new329,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec329,bo-new-ireland-ike329,10.3.249.75,,,ipaddr,10.3.249.75,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new330,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec330,bo-new-ireland-ike330,10.3.249.76,,,ipaddr,10.3.249.76,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new331,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec331,bo-new-ireland-ike331,10.3.249.77,,,ipaddr,10.3.249.77,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new332,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec332,bo-new-ireland-ike332,10.3.249.78,,,ipaddr,10.3.249.78,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new333,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec333,bo-new-ireland-ike333,10.3.249.79,,,ipaddr,10.3.249.79,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new334,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec334,bo-new-ireland-ike334,10.3.249.80,,,ipaddr,10.3.249.80,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new335,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec335,bo-new-ireland-ike335,10.3.249.81,,,ipaddr,10.3.249.81,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new336,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec336,bo-new-ireland-ike336,10.3.249.82,,,ipaddr,10.3.249.82,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new337,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec337,bo-new-ireland-ike337,10.3.249.83,,,ipaddr,10.3.249.83,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new338,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec338,bo-new-ireland-ike338,10.3.249.84,,,ipaddr,10.3.249.84,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new339,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec339,bo-new-ireland-ike339,10.3.249.85,,,ipaddr,10.3.249.85,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new340,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec340,bo-new-ireland-ike340,10.3.249.86,,,ipaddr,10.3.249.86,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new341,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec341,bo-new-ireland-ike341,10.3.249.87,,,ipaddr,10.3.249.87,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new342,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec342,bo-new-ireland-ike342,10.3.249.88,,,ipaddr,10.3.249.88,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new343,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec343,bo-new-ireland-ike343,10.3.249.89,,,ipaddr,10.3.249.89,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new344,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec344,bo-new-ireland-ike344,10.3.249.90,,,ipaddr,10.3.249.90,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new345,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec345,bo-new-ireland-ike345,10.3.249.91,,,ipaddr,10.3.249.91,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new346,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec346,bo-new-ireland-ike346,10.3.249.92,,,ipaddr,10.3.249.92,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new347,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec347,bo-new-ireland-ike347,10.3.249.93,,,ipaddr,10.3.249.93,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new348,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec348,bo-new-ireland-ike348,10.3.249.94,,,ipaddr,10.3.249.94,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new349,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec349,bo-new-ireland-ike349,10.3.249.95,,,ipaddr,10.3.249.95,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new350,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec350,bo-new-ireland-ike350,10.3.249.96,,,ipaddr,10.3.249.96,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new351,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec351,bo-new-ireland-ike351,10.3.249.97,,,ipaddr,10.3.249.97,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new352,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec352,bo-new-ireland-ike352,10.3.249.98,,,ipaddr,10.3.249.98,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new353,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec353,bo-new-ireland-ike353,10.3.249.99,,,ipaddr,10.3.249.99,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new354,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec354,bo-new-ireland-ike354,10.3.249.100,,,ipaddr,10.3.249.100,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new355,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec355,bo-new-ireland-ike355,10.3.249.101,,,ipaddr,10.3.249.101,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new356,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec356,bo-new-ireland-ike356,10.3.249.102,,,ipaddr,10.3.249.102,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new357,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec357,bo-new-ireland-ike357,10.3.249.103,,,ipaddr,10.3.249.103,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new358,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec358,bo-new-ireland-ike358,10.3.249.104,,,ipaddr,10.3.249.104,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new359,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec359,bo-new-ireland-ike359,10.3.249.105,,,ipaddr,10.3.249.105,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new360,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec360,bo-new-ireland-ike360,10.3.249.106,,,ipaddr,10.3.249.106,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new361,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec361,bo-new-ireland-ike361,10.3.249.107,,,ipaddr,10.3.249.107,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new362,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec362,bo-new-ireland-ike362,10.3.249.108,,,ipaddr,10.3.249.108,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new363,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec363,bo-new-ireland-ike363,10.3.249.109,,,ipaddr,10.3.249.109,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new364,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec364,bo-new-ireland-ike364,10.3.249.110,,,ipaddr,10.3.249.110,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new365,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec365,bo-new-ireland-ike365,10.3.249.111,,,ipaddr,10.3.249.111,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new366,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec366,bo-new-ireland-ike366,10.3.249.112,,,ipaddr,10.3.249.112,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new367,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec367,bo-new-ireland-ike367,10.3.249.113,,,ipaddr,10.3.249.113,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new368,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec368,bo-new-ireland-ike368,10.3.249.114,,,ipaddr,10.3.249.114,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new369,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec369,bo-new-ireland-ike369,10.3.249.115,,,ipaddr,10.3.249.115,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new370,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec370,bo-new-ireland-ike370,10.3.249.116,,,ipaddr,10.3.249.116,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new371,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec371,bo-new-ireland-ike371,10.3.249.117,,,ipaddr,10.3.249.117,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new372,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec372,bo-new-ireland-ike372,10.3.249.118,,,ipaddr,10.3.249.118,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new373,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec373,bo-new-ireland-ike373,10.3.249.119,,,ipaddr,10.3.249.119,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new374,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec374,bo-new-ireland-ike374,10.3.249.120,,,ipaddr,10.3.249.120,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new375,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec375,bo-new-ireland-ike375,10.3.249.121,,,ipaddr,10.3.249.121,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new376,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec376,bo-new-ireland-ike376,10.3.249.122,,,ipaddr,10.3.249.122,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new377,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec377,bo-new-ireland-ike377,10.3.249.123,,,ipaddr,10.3.249.123,192.168.3.6/32,,no,,,,,,,,,
BO-ireland-new378,10 Mbps,EU (Ireland),192.168.7.0/24,bo-ireland-new-ipsec378,bo-new-ireland-ike378,10.3.249.124,,,ipaddr,10.3.249.124,192.168.3.6/32,,no,,,,,,,,,
